,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,days_used,normalized_used_price,normalized_new_price,['year']_2014,['year']_2015,['year']_2016,['year']_2017,['year']_2018,['year']_2019,['year']_2020
1465,12.83,1,0,13.0,5.0,16.0,4.0,3140.0,149.0,966,4.428074948,5.14107859,0,1,0,0,0,0,0
1466,12.88,1,0,21.0,5.0,32.0,4.0,3050.0,168.0,752,4.846546506,5.963296527,0,1,0,0,0,0,0
1467,12.7,1,0,13.0,5.0,16.0,4.0,3095.0,131.0,791,4.01259206,4.860122434,0,1,0,0,0,0,0
1468,12.83,1,0,20.7,5.0,16.0,4.0,3150.0,149.0,944,4.794219064,5.341137364,0,1,0,0,0,0,0
1469,12.83,1,0,13.0,5.0,16.0,4.0,3095.0,149.0,725,4.568609931,5.304050898,0,1,0,0,0,0,0
1470,12.7,1,0,13.0,5.0,32.0,4.0,2500.0,128.0,629,4.388505601,4.604169686,0,1,0,0,0,0,0
1471,12.73,0,0,8.0,2.0,16.0,4.0,2400.0,143.0,878,4.688959712,5.914502506,0,0,0,0,0,0,0
1472,12.7,1,0,8.0,5.0,16.0,4.0,4000.0,151.0,664,4.217004575,4.608962984,0,0,0,1,0,0,0
1473,12.83,1,0,13.0,5.0,32.0,4.0,4000.0,162.0,607,4.427716761,4.948334268,0,0,0,1,0,0,0
1474,10.16,1,0,2.0,0.3,16.0,4.0,1300.0,120.0,645,3.122364924,3.907412393,0,0,0,1,0,0,0
1475,12.83,1,0,13.0,13.0,128.0,4.0,3200.0,164.0,879,4.797607077,5.885270351,0,0,0,1,0,0,0
1476,10.29,1,0,5.0,2.0,32.0,4.0,1800.0,140.0,742,3.886089623,4.084462562,0,0,0,1,0,0,0
1477,12.83,1,0,8.0,5.0,32.0,4.0,3000.0,151.0,859,4.019980147,4.619960271,0,0,0,1,0,0,0
1478,12.7,1,0,8.0,2.0,32.0,4.0,4000.0,151.0,868,3.971234865,4.510969391,0,0,0,1,0,0,0
1479,10.29,1,0,5.0,2.0,32.0,4.0,1800.0,151.0,808,3.804660487,4.38152651,0,0,0,1,0,0,0
1480,10.29,1,0,5.0,2.0,32.0,4.0,1800.0,156.0,901,3.798182189,4.257738109,0,0,1,0,0,0,0
1481,10.16,1,0,5.0,2.0,32.0,4.0,1600.0,159.0,564,3.831680253,4.084462562,0,0,1,0,0,0,0
1482,12.7,1,0,5.0,2.0,32.0,4.0,2000.0,165.0,958,4.050392675,4.277360322,0,0,1,0,0,0,0
1483,12.7,1,0,8.0,5.0,16.0,4.0,2000.0,151.0,562,3.948162052,4.374624305,0,0,1,0,0,0,0
1484,15.24,1,0,8.0,5.0,32.0,4.0,3000.0,159.0,883,4.032823706,4.601362948,0,0,1,0,0,0,0
1485,12.7,0,0,5.0,2.0,32.0,4.0,2000.0,159.0,1026,3.71210758,3.90459549,0,0,1,0,0,0,0
1486,12.83,0,0,8.0,5.0,32.0,4.0,2500.0,159.0,999,4.182660643,4.272490748,0,0,1,0,0,0,0
1487,12.7,1,0,13.0,5.0,16.0,4.0,2500.0,159.0,617,4.296060166,4.606669062,0,0,1,0,0,0,0
1488,10.29,1,0,5.0,5.0,32.0,4.0,1750.0,159.0,962,3.909820582,4.615912283,0,0,1,0,0,0,0
1489,12.83,0,0,8.0,5.0,16.0,4.0,2500.0,159.0,1073,4.148674907,4.380650688,0,0,1,0,0,0,0
1490,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,159.0,683,4.564035643,5.186211933,0,0,1,0,0,0,0
1491,12.83,1,0,13.0,8.0,32.0,4.0,3000.0,162.0,736,4.44370952,4.508438997,0,0,1,0,0,0,0
1492,12.7,0,0,5.0,2.0,32.0,4.0,3000.0,143.0,750,4.325985244,5.132085671,0,1,0,0,0,0,0
1493,12.7,1,0,13.0,5.0,16.0,4.0,2100.0,128.0,992,4.11887456,4.857328702,0,1,0,0,0,0,0
1494,12.83,1,0,13.0,5.0,16.0,4.0,2500.0,145.0,1031,4.429387206,5.007831367,0,1,0,0,0,0,0
1495,10.34,1,0,8.0,5.0,32.0,4.0,2000.0,143.0,704,4.037950562,4.506785284,0,1,0,0,0,0,0
1496,12.7,0,0,13.0,5.0,16.0,4.0,2500.0,143.0,725,4.378144107,4.802051894,0,1,0,0,0,0,0
1497,12.7,1,0,8.0,2.0,16.0,4.0,2000.0,155.0,567,3.965374181,4.07090533,0,1,0,0,0,0,0
1498,12.75,1,0,13.0,5.0,16.0,4.0,2900.0,143.0,747,4.477109516,5.122772794,0,1,0,0,0,0,0
1499,12.83,0,0,13.0,5.0,32.0,4.0,2820.0,143.0,925,4.401829262,5.016816153,0,1,0,0,0,0,0
1500,12.7,0,0,13.0,2.0,32.0,4.0,2500.0,135.0,669,3.993234261,4.50313746,0,1,0,0,0,0,0
1501,12.7,0,0,8.0,5.0,32.0,4.0,2800.0,144.0,1014,4.348728349,4.790985632,0,1,0,0,0,0,0
1502,10.36,1,0,8.0,5.0,16.0,4.0,2000.0,97.0,898,4.573473099,5.524376663,0,1,0,0,0,0,0
1503,12.7,1,0,13.0,5.0,16.0,4.0,2260.0,143.0,794,4.169761202,5.437513932,0,1,0,0,0,0,0
1504,10.29,0,0,5.0,2.0,32.0,4.0,1700.0,136.0,624,3.58850648,4.513931706,0,1,0,0,0,0,0
1505,15.24,0,0,8.0,2.0,32.0,4.0,3000.0,143.0,675,4.249637447,4.93842296,0,1,0,0,0,0,0
1506,12.7,0,0,13.0,5.0,16.0,4.0,2400.0,143.0,810,4.437934267,5.007229501,0,1,0,0,0,0,0
1507,10.34,0,0,8.0,2.0,32.0,4.0,2000.0,143.0,1064,3.817492522,4.704291277,0,1,0,0,0,0,0
1508,12.83,0,0,5.0,0.3,32.0,4.0,2820.0,143.0,601,3.860940215,4.690338198,0,1,0,0,0,0,0
1509,10.34,0,0,8.0,2.0,32.0,4.0,2000.0,134.0,901,3.969348072,4.229749199,0,1,0,0,0,0,0
1510,10.16,0,0,0.3,0.3,16.0,4.0,1200.0,123.0,734,3.341447377,4.110217911,0,1,0,0,0,0,0
1511,12.7,0,0,8.0,2.0,32.0,4.0,3000.0,170.0,957,4.140273494,4.852342715,0,1,0,0,0,0,0
1512,10.16,0,0,2.0,0.3,16.0,4.0,1450.0,143.0,740,3.451890496,4.096176217,0,1,0,0,0,0,0
1513,12.7,0,0,5.0,0.3,16.0,4.0,1800.0,143.0,801,3.711863291,4.378018613,0,1,0,0,0,0,0
1514,10.29,0,0,5.0,0.3,32.0,4.0,1700.0,143.0,667,3.626738058,4.495690085,0,1,0,0,0,0,0
1515,10.16,0,0,2.0,0.3,16.0,4.0,1300.0,146.5,1052,3.444895237,4.071928523,1,0,0,0,0,0,0
1516,10.29,0,0,8.0,2.0,32.0,4.0,2000.0,138.0,798,4.021953065,4.584559232,0,1,0,0,0,0,0
1517,17.78,0,0,5.0,0.3,32.0,4.0,3200.0,306.0,981,4.286478927,4.486724431,0,1,0,0,0,0,0
1518,10.34,0,0,13.0,13.0,16.0,4.0,2300.0,138.0,575,4.71088064,5.47884565,1,0,0,0,0,0,0
1519,12.7,0,0,8.0,2.0,32.0,4.0,3000.0,143.0,954,3.875359021,5.011235114,0,1,0,0,0,0,0
1520,10.34,0,0,8.0,5.0,32.0,4.0,2000.0,123.0,672,4.091674334,5.005689752,1,0,0,0,0,0,0
1521,10.29,0,0,5.0,2.0,16.0,4.0,1700.0,136.0,920,3.425889994,4.368561384,1,0,0,0,0,0,0
1522,12.7,0,0,13.0,5.0,32.0,4.0,2500.0,146.5,871,4.213016092,5.137502866,1,0,0,0,0,0,0
1523,10.16,0,0,2.0,0.3,16.0,4.0,2000.0,146.5,1032,3.577947893,4.23757873,1,0,0,0,0,0,0
1524,12.83,0,0,8.0,2.0,32.0,4.0,2350.0,146.0,1066,4.343935284,4.934761662,1,0,0,0,0,0,0
1525,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,138.0,1054,3.819249605,5.134032172,1,0,0,0,0,0,0
1526,10.16,0,0,5.0,0.3,16.0,4.0,1750.0,146.5,1050,3.629394807,4.503026712,1,0,0,0,0,0,0
1527,12.83,0,0,16.0,5.0,32.0,4.0,2300.0,146.5,756,4.812428228,5.710791189,1,0,0,0,0,0,0
1528,12.7,0,0,8.0,2.0,32.0,4.0,2000.0,146.5,668,3.891820298,4.800819203,1,0,0,0,0,0,0
1529,10.16,0,0,5.0,0.3,32.0,4.0,1500.0,146.5,855,3.749033377,4.366151286,1,0,0,0,0,0,0
1530,10.16,0,0,2.0,0.3,16.0,4.0,2100.0,146.5,730,3.526360525,4.072098953,1,0,0,0,0,0,0
1531,10.34,0,0,5.0,2.0,16.0,4.0,2000.0,158.0,797,3.854817532,4.500476115,1,0,0,0,0,0,0
1532,12.7,0,0,5.0,0.3,16.0,4.0,1900.0,180.0,759,3.677565694,4.506012614,1,0,0,0,0,0,0
1533,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,159.0,791,4.178379291,4.805413517,1,0,0,0,0,0,0
1534,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,168.0,584,4.057334737,4.71115051,1,0,0,0,0,0,0
1535,15.24,0,0,5.0,0.3,32.0,4.0,2500.0,202.0,653,3.769998505,4.621437158,1,0,0,0,0,0,0
1536,10.16,0,0,2.0,0.3,512.0,0.25,1600.0,146.5,930,3.054944133,3.903587527,1,0,0,0,0,0,0
1537,12.7,0,0,8.0,2.0,16.0,4.0,1900.0,146.5,633,3.898532415,5.240370407,1,0,0,0,0,0,0
1538,12.7,0,0,16.0,8.0,32.0,4.0,2350.0,154.0,888,4.509649984,5.47884565,1,0,0,0,0,0,0
1539,10.34,0,0,8.0,5.0,16.0,4.0,1800.0,110.0,883,3.958333908,5.141312618,1,0,0,0,0,0,0
1540,10.29,0,0,5.0,5.0,16.0,4.0,1800.0,147.0,635,3.715764783,4.600459106,1,0,0,0,0,0,0
1541,15.24,0,0,8.0,5.0,16.0,4.0,2450.0,180.0,983,4.172385267,5.127469732,1,0,0,0,0,0,0
1542,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,147.0,613,4.285240366,5.007630785,0,0,0,0,0,0,0
1543,10.16,0,0,2.0,0.3,512.0,0.25,1500.0,118.0,1015,3.205587931,4.097506226,0,0,0,0,0,0,0
1544,12.7,0,0,5.0,0.3,16.0,4.0,3000.0,118.0,769,3.592093185,4.506012614,0,0,0,0,0,0,0
1545,12.7,0,0,12.0,2.0,16.0,4.0,2000.0,118.0,692,4.154027564,5.187832633,0,0,0,0,0,0,0
1546,12.7,0,0,13.0,5.0,16.0,4.0,2000.0,118.0,723,4.546693256,5.483343596,0,0,0,0,0,0,0
1547,10.29,0,0,5.0,0.3,16.0,4.0,1500.0,118.0,793,3.654029177,4.505239347,0,0,0,0,0,0,0
1548,10.29,0,0,2.0,0.3,16.0,4.0,1850.0,118.0,577,3.248046202,4.098336583,0,0,0,0,0,0,0
1549,12.88,0,0,12.0,5.0,16.0,4.0,2600.0,220.0,1047,4.447580265,5.436120871,0,0,0,0,0,0,0
1550,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,118.0,781,3.845883203,4.694919478,0,0,0,0,0,0,0
1551,12.7,0,0,13.0,5.0,16.0,4.0,2000.0,158.0,965,4.023922098,5.429214041,0,0,0,0,0,0,0
1552,10.29,0,0,5.0,0.3,16.0,4.0,1800.0,118.0,956,3.747619949,4.706010501,0,0,0,0,0,0,0
1553,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,164.0,823,4.058199116,5.191010514,0,0,0,0,0,0,0
1554,12.78,0,0,8.0,2.0,16.0,4.0,2100.0,168.0,780,4.249780131,5.248706866,0,0,0,0,0,0,0
1555,17.78,0,0,2.0,0.3,16.0,4.0,3000.0,370.0,706,4.336375289,4.865455368,0,0,0,0,0,0,0
1556,17.78,0,0,2.0,0.3,16.0,4.0,3000.0,323.0,726,4.242045918,4.79974964,0,0,0,0,0,0,0
1557,17.78,0,0,2.0,0.3,16.0,4.0,2000.0,118.0,645,3.742894042,4.58394655,0,0,0,0,0,0,0
1558,12.7,0,0,3.15,0.3,16.0,4.0,2000.0,186.0,1025,3.867443962,4.49635928,0,0,0,0,0,0,0
1559,10.29,0,0,5.0,0.3,16.0,4.0,2000.0,149.1,969,3.969348072,4.774659764,0,0,0,0,0,0,0
1560,12.7,0,0,5.0,0.3,16.0,4.0,2000.0,118.0,667,3.839022113,5.011901159,0,0,0,0,0,0,0
1561,12.7,0,0,8.0,2.0,16.0,4.0,2000.0,156.0,669,3.814189645,5.431930006,0,0,0,0,0,0,0
1562,10.08,0,0,3.15,0.3,1024.0,4.0,1450.0,118.0,836,3.437207819,4.503912354,0,0,0,0,0,0,0
1563,12.7,1,0,8.0,5.0,16.0,4.0,2000.0,122.0,961,4.033532423,5.008900457,0,0,1,0,0,0,0
1564,12.88,1,0,20.0,5.0,32.0,4.0,3340.0,165.0,931,4.959552504,5.85555891,0,1,0,0,0,0,0
1565,12.88,1,0,20.0,5.0,32.0,4.0,3340.0,165.0,820,4.910151756,5.853494748,0,1,0,0,0,0,0
1566,12.75,1,0,20.0,5.0,32.0,4.0,3000.0,150.0,692,4.844738116,5.632358078,0,1,0,0,0,0,0
1567,12.75,1,0,20.0,5.0,32.0,4.0,3000.0,150.0,751,4.684443367,5.635896134,0,1,0,0,0,0,0
1568,10.34,1,0,5.0,2.0,32.0,4.0,2100.0,141.9,790,3.818591061,4.498364182,0,1,0,0,0,0,0
1569,12.7,0,0,8.0,5.0,32.0,4.0,2200.0,152.0,965,3.964615456,4.611847841,0,1,0,0,0,0,0
1570,10.16,0,0,2.0,0.3,32.0,4.0,1500.0,127.9,890,3.385745277,4.237145361,0,1,0,0,0,0,0
1571,12.88,1,0,13.0,5.0,32.0,4.0,3000.0,171.0,823,4.428671642,5.306335138,0,1,0,0,0,0,0
1572,12.88,1,0,13.0,5.0,32.0,4.0,3000.0,171.0,956,4.195245147,5.297116646,0,1,0,0,0,0,0
1573,12.88,0,0,13.0,5.0,32.0,4.0,3000.0,171.0,949,4.249352018,5.130785895,0,1,0,0,0,0,0
1574,12.88,0,0,13.0,5.0,32.0,4.0,3000.0,171.0,937,4.458408805,5.143474781,0,1,0,0,0,0,0
1575,12.7,1,0,8.0,1.0,32.0,4.0,2500.0,145.0,874,4.248066579,5.019661105,0,1,0,0,0,0,0
1576,12.7,1,0,8.0,1.0,32.0,4.0,2500.0,145.0,564,4.277499105,4.786741461,0,1,0,0,0,0,0
1577,12.7,0,0,8.0,1.0,32.0,4.0,2500.0,145.0,1017,4.387884444,5.132970914,0,1,0,0,0,0,0
1578,10.16,0,0,5.0,0.3,32.0,4.0,1560.0,136.3,1083,3.805773206,4.509870006,0,1,0,0,0,0,0
1579,10.16,0,0,5.0,0.3,32.0,4.0,1560.0,136.3,696,3.682358237,4.489871562,0,1,0,0,0,0,0
1580,10.16,0,0,2.0,0.3,32.0,4.0,1560.0,134.1,670,3.581015808,4.261834449,0,1,0,0,0,0,0
1581,10.16,0,0,2.0,0.3,32.0,4.0,1560.0,134.1,708,3.640214282,4.228438297,0,1,0,0,0,0,0
1582,12.7,0,0,5.0,5.0,32.0,4.0,1905.0,146.0,683,3.808438689,4.381026134,1,0,0,0,0,0,0
1583,12.7,0,0,5.0,5.0,32.0,4.0,1905.0,146.0,1089,3.930059368,4.382151627,1,0,0,0,0,0,0
1584,15.29,1,0,13.0,12.0,64.0,4.0,3000.0,176.0,390,4.71124045,5.697663794,0,0,0,0,0,1,0
1585,15.29,1,0,13.0,8.0,64.0,4.0,3000.0,172.0,368,4.705829669,5.522380495,0,0,0,0,0,1,0
1586,15.29,1,0,12.0,8.0,64.0,4.0,5000.0,193.0,280,4.670021158,5.346535939,0,0,0,0,0,1,0
1587,12.88,1,0,13.0,8.0,32.0,4.0,3000.0,149.0,496,4.267316996,5.010635294,0,0,0,0,0,1,0
1588,12.93,1,0,12.0,8.0,64.0,4.0,3000.0,162.0,447,4.49110523,5.389619525,0,0,0,0,1,0,0
1589,15.29,1,0,12.0,12.0,64.0,4.0,5000.0,205.0,373,4.673296015,5.593595516,0,0,0,0,1,0,0
1590,15.27,1,0,12.0,8.0,128.0,4.0,3000.0,156.0,706,4.430578675,5.990313885,0,0,0,0,1,0,0
1591,14.83,1,0,8.0,5.0,16.0,4.0,3100.0,168.5,660,3.95623126,4.698296164,0,0,0,0,1,0,0
1592,12.75,1,0,8.0,5.0,16.0,4.0,2800.0,150.0,598,4.161068194,4.400357591,0,0,0,0,1,0,0
1593,15.24,1,0,12.0,5.0,32.0,4.0,5000.0,196.6,634,4.337552145,5.075861079,0,0,0,0,1,0,0
1594,12.88,1,0,13.0,5.0,16.0,4.0,4000.0,174.0,426,4.369068034,5.010635294,0,0,0,0,1,0,0
1595,12.88,1,0,13.0,5.0,32.0,4.0,4000.0,175.0,533,4.297421451,5.015291106,0,0,0,0,1,0,0
1596,15.29,1,0,12.0,12.0,64.0,4.0,3000.0,170.0,438,5.042650624,5.763277046,0,0,0,0,1,0,0
1597,12.93,1,0,12.0,8.0,64.0,4.0,3200.0,167.0,567,4.464988155,5.563447035,0,0,0,0,1,0,0
1598,12.88,1,0,12.0,8.0,64.0,4.0,3000.0,167.0,561,4.492673155,5.198054945,0,0,0,0,1,0,0
1599,12.75,1,0,12.0,16.0,64.0,4.0,3000.0,163.0,564,4.849527134,5.302857047,0,0,0,1,0,0,0
1600,12.83,1,0,13.0,8.0,64.0,4.0,3000.0,168.0,821,4.657857508,5.073109185,0,0,0,1,0,0,0
1601,12.75,1,0,16.0,5.0,32.0,4.0,3000.0,157.0,573,4.278470047,5.002334269,0,0,0,1,0,0,0
1602,12.83,1,0,12.0,5.0,64.0,4.0,2730.0,143.0,558,4.831907273,5.765253797,0,0,0,1,0,0,0
1603,12.83,1,0,13.0,5.0,16.0,4.0,5000.0,198.0,874,4.319752215,4.702750514,0,0,0,1,0,0,0
1604,12.7,1,0,8.0,5.0,16.0,4.0,2800.0,151.0,666,4.180828022,5.01422883,0,0,0,1,0,0,0
1605,12.83,1,0,12.0,5.0,64.0,4.0,3000.0,145.0,842,4.240607069,5.443629098,0,0,0,1,0,0,0
1606,12.7,1,0,8.0,2.0,16.0,4.0,4000.0,162.0,746,3.823847315,4.800078858,0,0,0,1,0,0,0
1607,12.7,1,0,5.0,2.0,32.0,4.0,2350.0,154.0,803,4.052654135,4.613832559,0,0,0,1,0,0,0
1608,12.75,1,0,12.0,5.0,32.0,4.0,3000.0,155.0,873,4.471410196,5.480763916,0,0,0,1,0,0,0
1609,12.7,1,0,13.0,5.0,16.0,4.0,2800.0,145.0,578,4.277082699,5.012367127,0,0,0,1,0,0,0
1610,12.83,1,0,16.0,8.0,64.0,4.0,3050.0,163.0,554,4.711779921,5.245760116,0,0,1,0,0,0,0
1611,12.7,1,0,8.0,5.0,16.0,4.0,3500.0,153.5,917,4.28689144,4.87557893,0,0,1,0,0,0,0
1612,12.83,1,0,16.0,5.0,32.0,4.0,3510.0,165.0,904,4.318687394,5.396305775,0,0,1,0,0,0,0
1613,12.7,1,0,8.0,5.0,32.0,4.0,2800.0,140.6,659,4.156379953,4.60736777,0,0,1,0,0,0,0
1614,12.83,1,0,21.0,5.0,32.0,4.0,3500.0,163.0,1041,4.434144589,5.593744369,0,0,1,0,0,0,0
1615,12.83,1,0,13.0,5.0,32.0,4.0,2600.0,136.0,694,4.592186258,5.39838892,0,0,1,0,0,0,0
1616,12.83,1,0,16.0,5.0,64.0,4.0,3000.0,155.0,827,4.566741159,5.065565301,0,0,1,0,0,0,0
1617,12.83,1,0,13.0,5.0,16.0,4.0,3000.0,155.0,667,4.481419379,4.876951509,0,0,1,0,0,0,0
1618,12.7,1,0,8.0,5.0,32.0,4.0,2800.0,137.0,563,3.91939576,4.87504464,0,0,1,0,0,0,0
1619,12.7,1,0,13.0,5.0,16.0,4.0,2470.0,155.0,833,4.105943698,5.629094847,0,1,0,0,0,0,0
1620,12.8,1,0,21.0,5.0,32.0,4.0,3760.0,169.0,582,4.560695696,5.634611016,0,1,0,0,0,0,0
1621,12.8,1,0,21.0,5.0,32.0,4.0,3760.0,170.1,905,4.580365067,5.795328001,0,1,0,0,0,0,0
1622,12.83,1,0,21.0,5.0,16.0,4.0,2390.0,169.0,749,4.517540436,5.703315699,0,1,0,0,0,0,0
1623,12.88,1,0,21.0,5.0,16.0,4.0,2390.0,179.0,1020,4.893277168,5.562833161,0,1,0,0,0,0,0
1624,12.83,1,0,21.0,5.0,16.0,4.0,2390.0,169.0,694,4.485034385,5.520900761,0,1,0,0,0,0,0
1625,12.83,1,0,21.0,5.0,16.0,4.0,2390.0,169.0,586,4.492225427,5.47495614,0,1,0,0,0,0,0
1626,12.7,1,0,13.0,5.0,32.0,4.0,2470.0,155.0,820,4.517867858,5.13732668,0,1,0,0,0,0,0
1627,12.7,1,0,13.0,5.0,32.0,4.0,2470.0,155.0,608,4.362588941,5.137385412,0,1,0,0,0,0,0
1628,10.29,1,0,5.0,0.3,32.0,4.0,2390.0,145.0,579,3.949704072,4.603568905,0,1,0,0,0,0,0
1629,10.29,1,0,5.0,0.3,32.0,4.0,2390.0,145.0,842,3.546739687,4.883634909,0,1,0,0,0,0,0
1630,12.7,1,0,8.0,2.0,32.0,4.0,2390.0,155.0,863,4.253767036,5.34834486,0,1,0,0,0,0,0
1631,12.7,1,0,8.0,2.0,32.0,4.0,2390.0,155.0,613,3.844814256,5.47976354,0,1,0,0,0,0,0
1632,12.75,1,0,21.0,2.0,64.0,4.0,3900.0,176.0,768,4.396052806,5.705381196,1,0,0,0,0,0,0
1633,12.75,1,0,21.0,2.0,32.0,4.0,3900.0,169.0,564,4.911624944,5.666045993,1,0,0,0,0,0,0
1634,15.14,1,0,13.0,2.0,32.0,4.0,3220.0,184.0,739,4.312140507,6.041254212,1,0,0,0,0,0,0
1635,12.75,1,0,13.0,2.0,16.0,4.0,2300.0,144.0,572,4.529799879,5.773370724,1,0,0,0,0,0,0
1636,12.7,0,0,8.0,2.0,32.0,4.0,2070.0,149.0,808,4.145829505,5.293907658,1,0,0,0,0,0,0
1637,12.7,0,0,8.0,2.0,32.0,4.0,2070.0,149.0,1072,4.03653888,5.07704706,1,0,0,0,0,0,0
1638,10.29,1,0,5.0,1.3,32.0,4.0,2070.0,143.0,927,4.251205851,5.079974772,1,0,0,0,0,0,0
1639,10.24,1,0,8.0,0.3,32.0,4.0,2000.0,125.9,634,3.606041176,5.473572347,1,0,0,0,0,0,0
1640,10.24,0,0,5.0,2.0,16.0,4.0,1980.0,142.0,959,3.874736421,4.621437158,1,0,0,0,0,0,0
1641,10.24,0,0,5.0,2.0,16.0,4.0,1980.0,142.0,979,3.965184554,4.488186831,1,0,0,0,0,0,0
1642,10.29,0,0,5.0,1.3,32.0,4.0,2070.0,143.0,821,3.958333908,4.939210897,1,0,0,0,0,0,0
1643,10.29,0,0,5.0,1.3,32.0,4.0,2070.0,143.0,643,4.148359151,4.870453263,0,0,0,0,0,0,0
1644,10.34,1,0,10.0,2.0,16.0,4.0,2200.0,130.0,757,3.773909703,5.520540494,0,0,0,0,0,0,0
1645,12.7,1,0,10.0,2.0,16.0,4.0,2130.0,137.0,607,4.245204118,5.524655809,0,0,0,0,0,0,0
1646,12.7,1,0,10.0,2.0,16.0,4.0,3500.0,167.0,715,4.122770036,5.394309132,0,0,0,0,0,0,0
1647,10.24,1,0,10.0,2.0,16.0,4.0,2000.0,130.0,1044,4.292375413,5.196118514,0,0,0,0,0,0,0
1648,10.16,0,0,8.0,1.2,16.0,4.0,2000.0,120.0,944,4.488524004,5.43838361,0,0,0,0,0,0,0
1649,16.23,1,0,5.0,16.0,128.0,4.0,3500.0,180.0,188,4.620551288,5.671121532,0,0,0,0,0,1,0
1650,15.21,1,0,5.0,20.0,128.0,4.0,3320.0,172.0,294,5.192956851,6.42923549,0,0,0,0,0,1,0
1651,14.5,1,0,5.0,8.0,32.0,4.0,3000.0,161.0,492,4.25177557,5.004214726,0,0,0,0,0,1,0
1652,15.9,1,0,13.0,5.0,32.0,4.0,4000.0,181.0,317,4.579339426,4.861284189,0,0,0,0,0,1,0
1653,13.84,1,0,8.0,5.0,32.0,4.0,2500.0,157.0,226,4.178992036,4.493456196,0,0,0,0,0,1,0
1654,15.7,1,0,8.0,20.0,64.0,4.0,3500.0,180.0,485,4.609062601,5.989212012,0,0,0,0,1,0,0
1655,15.24,1,0,8.0,8.0,32.0,4.0,3500.0,180.0,642,4.207822046,5.012500221,0,0,0,0,1,0,0
1656,14.83,1,0,8.0,8.0,64.0,4.0,3060.0,160.0,634,4.410492607,5.79557131,0,0,0,0,1,0,0
1657,12.9,1,0,8.0,16.0,64.0,4.0,3060.0,151.0,648,4.511408806,5.52589109,0,0,0,0,1,0,0
1658,14.88,1,0,8.0,8.0,64.0,4.0,3060.0,160.0,525,4.566948973,5.026639868,0,0,0,0,1,0,0
1659,12.83,1,0,16.0,8.0,32.0,4.0,2970.0,160.0,586,4.567364471,5.189227684,0,0,0,0,1,0,0
1660,12.75,1,0,13.0,8.0,32.0,4.0,2990.0,138.3,469,4.415340514,5.016749895,0,0,0,0,1,0,0
1661,12.83,1,0,8.0,5.0,32.0,4.0,4000.0,174.0,635,4.022669526,4.602065371,0,0,0,0,1,0,0
1662,12.83,1,0,8.0,5.0,128.0,4.0,3260.0,177.0,604,5.124618527,6.309590952,0,0,0,0,1,0,0
1663,15.24,1,0,8.0,16.0,64.0,4.0,3800.0,183.0,704,4.459566212,5.642651475,0,0,0,0,1,0,0
1664,12.83,1,0,16.0,8.0,32.0,4.0,3000.0,172.0,611,4.729421148,5.436687036,0,0,0,0,1,0,0
1665,10.29,1,0,5.0,2.0,32.0,4.0,2150.0,160.0,601,3.934957977,4.613039144,0,0,0,0,1,0,0
1666,12.7,1,0,8.0,5.0,32.0,4.0,4100.0,161.0,564,4.154969184,4.690613668,0,0,0,1,0,0,0
1667,12.75,1,0,16.0,5.0,64.0,4.0,3000.0,160.0,597,4.612939923,5.512783377,0,0,0,1,0,0,0
1668,12.78,1,0,13.0,13.0,128.0,4.0,3090.0,160.0,558,5.126698333,5.801634875,0,0,0,1,0,0,0
1669,12.7,1,0,8.0,8.0,16.0,4.0,2630.0,140.0,745,4.371597439,4.87504464,0,0,0,1,0,0,0
1670,12.75,1,0,13.0,8.0,16.0,4.0,3000.0,160.0,821,4.460606735,4.947695494,0,0,0,1,0,0,0
1671,12.83,1,0,16.0,8.0,32.0,4.0,3000.0,169.0,540,4.508769412,5.081155887,0,0,0,1,0,0,0
1672,10.29,1,0,5.0,1.6,32.0,4.0,1830.0,136.0,809,3.66586668,4.602967762,1,0,0,0,0,0,0
1673,18.01,0,0,8.0,5.0,32.0,4.0,5300.0,318.0,893,4.55744945,5.77116071,1,0,0,0,0,0,0
1674,10.34,0,0,6.7,5.0,32.0,4.0,2200.0,130.0,601,3.8823882,5.134856817,1,0,0,0,0,0,0
1675,10.34,1,0,6.7,5.0,32.0,4.0,2200.0,134.0,1045,4.118386557,5.396804313,1,0,0,0,0,0,0
1676,12.7,1,0,10.0,0.9,16.0,4.0,2200.0,150.0,679,4.662872896,5.798759266,1,0,0,0,0,0,0
1677,10.16,0,0,5.0,1.6,16.0,4.0,1430.0,129.0,1055,3.739572568,4.59764192,1,0,0,0,0,0,0
1678,10.16,0,0,5.0,1.6,16.0,4.0,1430.0,129.0,1062,3.535145354,4.602366259,1,0,0,0,0,0,0
1679,10.24,0,0,5.0,0.3,16.0,4.0,1800.0,150.0,571,3.883829271,4.485372623,1,0,0,0,0,0,0
1680,12.7,1,0,20.0,1.2,32.0,4.0,2420.0,167.0,825,4.489647095,5.915339157,1,0,0,0,0,0,0
